Name,Age,Value €,Value $,Value £,Wage €,Wage $,Wage £,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,GK Positioning,GK Diving,GK Handling,GK Kicking,GK Reflexes
İsmail Köybaşı,31,2000000.0,2300000.0,1800000.0,10000.0,11500.0,9000.0,72,74,59,65,71,72,68,73,71,62,66,75,74,70,74,73,60,76,75,77,68,60,78,57,72,76,70,35,60,8,6,13,15,7
Ezequiel Muñoz,30,2000000.0,2300000.0,1800000.0,13000.0,14500.0,11500.0,56,48,73,71,73,75,67,29,69,41,69,33,67,53,48,65,81,52,58,48,79,77,57,21,31,34,32,30,24,11,11,11,7,12
Mubarak Wakaso,30,2300000.0,2600000.0,2100000.0,10500.0,12000.0,9400.0,71,71,74,74,75,88,78,72,73,71,72,71,70,69,83,81,81,86,86,81,83,60,85,63,69,67,63,50,76,15,10,16,7,14
Alberto Paloschi,31,2300000.0,2600000.0,2100000.0,13500.0,15000.0,12000.0,74,69,31,16,16,83,74,81,21,59,80,52,68,42,70,63,70,67,60,73,90,74,74,75,41,70,47,78,74,13,15,15,10,5
Viktor Vasin,32,1600000.0,1800000.0,1400000.0,11500.0,13000.0,10500.0,63,33,69,71,73,75,66,25,75,51,66,51,62,64,68,60,80,43,66,37,75,73,71,30,36,72,62,68,38,13,11,6,6,7
Mauro Díaz,30,2300000.0,2600000.0,2100000.0,13000.0,14500.0,11500.0,75,70,50,32,45,60,71,72,32,77,74,65,69,72,71,64,57,86,67,85,58,54,70,67,66,75,74,69,62,8,12,9,6,16
Zdeněk Ondrášek,32,2000000.0,2300000.0,1800000.0,13500.0,15000.0,12000.0,66,63,31,18,22,85,68,75,33,54,66,49,63,53,60,75,86,64,74,63,81,80,73,75,61,57,34,69,61,7,11,7,10,6
Hugo Rodríguez,30,1900000.0,2100000.0,1700000.0,16500.0,19000.0,15000.0,61,52,74,69,72,75,66,40,71,46,70,44,64,57,51,70,84,56,50,46,70,72,63,41,52,39,42,50,45,16,11,6,10,14
Samuel Di Carmine,32,2000000.0,2300000.0,1800000.0,20000.0,22500.0,18000.0,72,73,42,17,21,67,68,73,42,49,75,45,62,42,68,65,85,61,64,79,69,72,77,73,65,66,62,75,66,11,16,14,16,13
Carlo Pinsoglio,31,1600000.0,1800000.0,1400000.0,32000.0,36000.0,29000.0,22,18,20,13,12,32,62,11,18,35,64,13,24,28,43,34,60,40,41,36,71,13,44,11,6,11,18,22,8,74,74,70,58,76
Bengali-Fodé Koita,30,2300000.0,2600000.0,2100000.0,12500.0,14000.0,11000.0,73,74,12,19,15,28,65,71,27,57,57,62,67,52,74,65,85,54,78,69,76,71,79,72,60,52,42,61,60,7,7,8,12,9
Lewis Holtby,30,2300000.0,2600000.0,2100000.0,31000.0,35000.0,28000.0,80,73,51,59,54,69,69,68,58,73,74,70,74,73,73,79,59,81,65,80,88,48,66,64,65,80,76,66,67,11,12,12,8,9
Daniel Candeias,33,1900000.0,2100000.0,1700000.0,13000.0,14500.0,11500.0,71,72,58,52,59,85,64,72,52,67,65,70,71,66,76,86,76,77,75,82,59,55,66,64,62,73,69,59,62,8,16,7,11,11
Daniel Brosinski,32,1700000.0,1900000.0,1500000.0,17500.0,19500.0,15500.0,66,69,73,70,69,71,72,66,67,65,67,74,67,64,72,73,62,74,74,74,76,64,63,54,60,77,77,87,56,14,9,11,16,6
Björn Bergmann Sigurðarson,30,2300000.0,2600000.0,2100000.0,7000.0,7900.0,6300.0,73,73,31,24,39,73,74,73,42,64,76,66,68,44,76,82,83,76,75,83,80,68,68,71,66,63,48,69,65,15,9,12,10,16
Henrique,34,1100000.0,1300000.0,1000000.0,5400.0,6200.0,4900.0,64,60,66,71,73,80,71,38,71,48,74,48,70,60,65,69,76,58,64,60,80,76,68,24,62,52,30,70,66,12,8,14,15,10
Volkan Babacan,32,1200000.0,1400000.0,1100000.0,18500.0,20500.0,16500.0,19,14,22,15,22,29,60,17,27,43,62,12,34,29,49,31,61,50,51,49,70,16,51,15,12,16,12,12,14,76,73,70,68,72
Vito Wormgoor,32,1600000.0,1800000.0,1400000.0,5900.0,6700.0,5300.0,67,47,71,70,72,79,67,34,72,53,67,41,63,68,34,67,89,45,34,34,73,72,64,28,22,58,62,67,58,12,9,12,15,11
Andrea Rispoli,32,1700000.0,1900000.0,1500000.0,8900.0,10000.0,8000.0,71,69,67,66,70,67,70,67,67,61,67,71,68,66,76,74,76,53,80,70,77,70,67,68,55,61,54,59,51,9,15,10,14,12
Ramalho,27,2700000.0,3000000.0,2400000.0,7300.0,8300.0,6600.0,60,52,69,73,72,72,69,39,71,44,66,59,69,52,67,67,76,55,74,66,85,72,22,40,34,57,34,41,44,15,12,10,8,16
Bastian Oczipka,32,1700000.0,1900000.0,1500000.0,17500.0,19500.0,15500.0,69,65,68,73,72,74,69,64,71,67,72,75,70,71,55,75,77,64,69,61,71,63,75,50,64,61,70,66,47,6,12,14,7,10
Aleksandar Prijović,31,2300000.0,2600000.0,2100000.0,28000.0,31000.0,25000.0,73,67,28,29,33,69,71,75,31,55,72,44,64,53,65,60,86,45,63,51,74,75,72,75,67,52,43,71,66,8,7,16,15,6
Michael Morrison,33,1500000.0,1600000.0,1300000.0,10500.0,12000.0,9400.0,54,33,72,71,73,75,69,37,72,42,58,25,55,53,46,71,82,64,48,52,86,78,40,40,33,38,37,30,32,7,9,10,7,4
Stoppila Sunzu,31,1600000.0,1800000.0,1400000.0,9100.0,10500.0,8200.0,57,39,72,72,72,71,66,34,68,42,67,36,56,56,43,74,91,60,51,58,81,76,50,23,57,47,43,46,35,9,14,15,12,10
Soslan Dzhanaev,34,,,,,,,21,12,19,11,13,29,70,14,21,34,33,19,27,22,45,18,72,43,47,47,68,12,52,13,19,16,14,14,19,71,74,67,69,73
Sascha Burchert,31,1600000.0,1800000.0,1400000.0,6100.0,6900.0,5500.0,20,11,18,14,14,32,65,14,18,18,36,11,23,22,48,32,65,31,43,41,63,13,51,14,15,15,11,17,11,73,72,70,68,73
Walter Gargano,36,650000.0,725000.0,575000.0,8100.0,9200.0,7300.0,73,55,65,78,76,80,60,60,72,65,75,40,74,69,72,74,65,80,62,75,81,44,70,42,52,52,59,59,48,6,9,5,11,6
Kyle Bartley,29,2200000.0,2500000.0,2000000.0,48000.0,55000.0,43000.0,60,44,72,72,74,78,63,25,69,38,66,39,65,53,52,68,90,45,53,34,61,73,36,24,20,33,34,46,23,10,6,10,14,7
Dan Gosling,31,2200000.0,2500000.0,2000000.0,13500.0,15000.0,12000.0,73,65,70,68,70,73,74,70,71,71,76,68,75,74,54,70,65,67,50,62,67,65,71,66,73,63,57,61,64,15,6,15,14,6
Martin Männel,33,1200000.0,1400000.0,1100000.0,5700.0,6400.0,5100.0,31,18,15,12,12,21,64,9,17,47,47,14,34,36,52,34,61,38,44,44,76,19,45,12,15,13,12,36,20,70,74,73,60,75
Miroslav Stoch,31,2300000.0,2600000.0,2100000.0,7200.0,8200.0,6500.0,74,73,52,22,30,59,53,70,33,74,68,69,71,68,82,62,44,83,77,84,62,35,80,71,77,75,72,69,70,11,11,10,10,12
Paulo Vinícius,36,625000.0,700000.0,550000.0,4900.0,5500.0,4400.0,53,49,70,72,73,81,69,39,71,53,70,47,60,59,51,68,88,48,41,57,87,72,62,49,55,53,50,46,55,15,16,6,16,16
Mikel San José,31,1900000.0,2100000.0,1700000.0,13500.0,15000.0,12000.0,74,65,75,72,75,73,73,66,74,75,79,47,74,74,35,68,81,43,45,37,76,76,79,64,72,31,44,51,75,8,10,6,10,16
Federico Macheda,29,2400000.0,2800000.0,2200000.0,14000.0,15500.0,12500.0,73,69,38,12,11,41,68,75,35,63,71,60,68,25,67,65,69,63,70,70,70,70,73,75,69,69,51,72,72,11,14,12,11,7
Andy Carroll,32,2000000.0,2300000.0,1800000.0,29000.0,33000.0,26000.0,72,65,33,44,46,88,73,75,45,66,74,60,65,58,33,32,89,31,41,45,80,90,80,73,70,53,42,73,72,10,14,14,12,6
Denis,34,750000.0,850000.0,675000.0,6000.0,6800.0,5400.0,18,8,12,12,13,23,68,11,22,61,17,19,35,35,55,25,72,51,53,59,73,15,53,16,18,10,13,21,14,64,73,72,70,76
Michael Lang,30,2100000.0,2400000.0,1900000.0,23000.0,25500.0,20500.0,72,63,71,74,75,69,68,67,71,55,69,71,72,71,62,69,77,57,55,64,79,75,70,68,66,45,55,59,65,10,12,8,9,11
James Chester,32,1600000.0,1800000.0,1400000.0,18500.0,20500.0,16500.0,63,60,74,75,72,72,67,44,71,49,72,54,67,61,58,64,75,66,61,69,84,72,36,33,31,47,44,52,27,14,11,12,12,13
Nicolás Sánchez,35,750000.0,850000.0,675000.0,25000.0,28000.0,22500.0,62,58,68,73,70,76,70,44,67,45,73,58,68,65,42,76,85,45,34,56,90,80,64,55,27,57,46,83,60,14,9,8,16,6
Fabien Lemoine,34,1200000.0,1400000.0,1100000.0,19000.0,21500.0,17000.0,69,65,72,68,72,78,64,59,70,68,70,63,73,70,45,82,67,75,32,74,83,61,63,53,66,60,62,57,58,13,6,15,11,10
Brayan Angulo,31,2000000.0,2300000.0,1800000.0,14000.0,15500.0,12500.0,67,67,71,70,71,64,68,56,69,58,67,71,63,59,79,76,75,68,77,75,72,60,71,50,58,62,46,34,25,15,12,9,11,6
Gianni Bruno,29,2400000.0,2800000.0,2200000.0,12500.0,14000.0,11000.0,72,75,23,16,26,59,69,74,26,68,68,65,68,55,73,72,69,70,70,72,65,73,72,72,76,63,71,83,62,15,11,14,13,6
Craig Cathcart,32,1600000.0,1800000.0,1400000.0,12500.0,14000.0,11000.0,58,47,77,72,73,73,72,33,73,52,71,39,67,64,37,63,77,50,35,50,68,76,56,29,41,39,39,28,30,9,8,6,12,13
Larrys Mabiala,33,1500000.0,1600000.0,1300000.0,5900.0,6700.0,5300.0,56,51,70,71,71,83,65,27,71,55,58,40,56,54,50,78,85,34,50,31,70,80,48,40,50,48,37,58,33,13,11,12,12,7
Ibrahima Traoré,33,1900000.0,2100000.0,1700000.0,24000.0,27000.0,21500.0,75,77,48,40,44,51,70,70,41,72,74,74,71,68,72,55,39,91,65,78,71,44,76,64,72,83,70,56,72,8,6,6,11,7
Ryan Bennett,31,1900000.0,2100000.0,1700000.0,18500.0,20500.0,16500.0,48,24,74,74,75,81,66,22,72,31,54,27,65,65,36,51,77,34,43,30,73,73,43,20,22,22,25,28,16,8,6,16,12,12
Marco Fabián,31,2300000.0,2600000.0,2100000.0,10500.0,12000.0,9400.0,77,73,20,34,38,64,67,70,34,70,70,74,75,69,61,60,63,86,61,74,65,61,82,68,80,79,79,73,77,15,14,11,8,13
Giovanni Sio,32,1900000.0,2100000.0,1700000.0,13000.0,14500.0,11500.0,73,70,40,12,18,77,67,73,18,74,72,65,73,67,73,77,79,73,76,78,71,71,78,73,76,73,69,72,73,15,15,9,10,16
Alex Smithies,31,1600000.0,1800000.0,1400000.0,15000.0,17000.0,13500.0,23,14,15,17,12,37,68,17,24,44,58,14,30,28,59,39,66,44,59,33,80,17,53,11,13,11,11,21,13,73,72,70,70,72
Neven Subotić,32,1600000.0,1800000.0,1400000.0,9700.0,11000.0,8700.0,49,37,75,73,77,78,73,45,72,42,71,45,42,54,47,66,76,47,47,50,71,82,78,28,44,30,49,40,29,8,6,5,10,6
Matthieu Dossevi,33,1900000.0,2100000.0,1700000.0,17500.0,19500.0,15500.0,74,72,41,25,30,45,73,68,32,68,62,73,73,68,76,63,58,74,75,74,72,54,70,63,67,72,69,68,62,10,13,14,12,11
Massimo Coda,32,2000000.0,2300000.0,1800000.0,13500.0,15000.0,12000.0,73,69,18,16,17,50,73,75,26,48,70,35,62,39,64,55,72,64,56,62,50,75,77,76,72,67,68,67,60,11,15,10,7,16
Sébastien Dewaest,29,2000000.0,2300000.0,1800000.0,11500.0,13000.0,10500.0,48,30,71,73,74,83,68,37,72,38,74,36,58,61,45,66,89,51,53,34,42,79,70,33,35,33,39,40,22,16,16,7,12,10
Rúben Ribeiro,33,1800000.0,2000000.0,1600000.0,11000.0,12500.0,9900.0,79,80,57,51,60,73,69,66,64,74,83,72,75,74,73,67,60,79,68,78,67,62,79,62,72,82,73,71,72,16,14,13,8,6
Aleš Hruška,35,400000.0,450000.0,350000.0,9200.0,10500.0,8300.0,19,13,16,22,23,16,75,12,12,19,26,13,19,15,28,21,66,44,35,22,52,12,53,12,13,12,13,18,11,72,69,71,70,69
Sten Michael Grytebust,31,1600000.0,1800000.0,1400000.0,11000.0,12500.0,9900.0,35,20,20,13,14,35,61,10,16,56,61,11,36,35,43,32,57,43,45,51,67,13,48,12,12,12,12,23,13,72,73,70,64,74
Kévin Monnet-Paquet,32,1900000.0,2100000.0,1700000.0,21500.0,24500.0,19500.0,70,70,49,58,47,64,70,70,53,69,68,73,73,64,75,74,71,69,74,72,66,63,73,67,67,68,58,57,67,6,10,6,9,16
Adrian Mariappa,34,1100000.0,1300000.0,1000000.0,27000.0,31000.0,24500.0,62,59,74,74,73,69,73,50,71,58,64,57,63,61,52,55,71,72,52,51,79,76,47,27,34,33,22,44,21,13,6,15,8,10
Mikael Lustig,34,1200000.0,1400000.0,1100000.0,6000.0,6800.0,5400.0,67,59,76,73,75,73,69,47,75,63,78,71,71,69,48,73,74,57,53,50,64,75,65,48,60,65,40,33,59,13,12,7,8,10
Dmytro Chygrynskyi,34,1100000.0,1300000.0,1000000.0,11500.0,13000.0,10500.0,57,35,74,72,74,74,67,36,72,59,68,40,68,70,42,52,85,42,47,37,52,75,53,32,42,43,48,38,32,7,7,11,6,10
Pedro López,37,525000.0,600000.0,475000.0,11000.0,12500.0,9900.0,71,68,76,68,75,75,69,59,73,59,67,76,73,64,64,60,64,72,66,67,65,58,72,53,66,69,56,58,51,12,10,12,16,14
Simone Missiroli,34,1100000.0,1300000.0,1000000.0,12500.0,14000.0,11000.0,74,72,64,65,70,63,75,74,73,72,76,69,75,71,57,68,58,34,55,59,60,61,69,65,60,68,60,64,67,12,5,13,14,14
Manuel da Costa,34,750000.0,850000.0,675000.0,10000.0,11500.0,9000.0,53,50,72,70,73,81,60,30,74,38,55,33,65,63,49,65,83,40,50,51,81,75,72,28,61,34,36,44,28,15,9,7,9,8
Adrián Gabbarini,35,400000.0,450000.0,350000.0,9200.0,10500.0,8300.0,20,10,20,18,15,23,67,12,26,25,29,16,22,24,44,32,57,54,47,52,67,18,49,20,15,19,14,14,17,71,71,71,65,76
Mario Vrančić,31,1900000.0,2100000.0,1700000.0,9100.0,10500.0,8200.0,76,70,55,47,65,66,72,68,59,75,73,69,76,75,53,70,72,66,53,71,53,52,76,66,75,77,79,55,71,12,12,8,8,6
Philipp Tschauner,35,400000.0,450000.0,350000.0,23000.0,25500.0,20500.0,22,7,20,15,12,27,72,14,9,41,38,7,24,25,38,23,75,37,46,36,60,47,50,9,15,15,15,22,7,71,71,70,66,73
Willem Janssen,34,1100000.0,1300000.0,1000000.0,11000.0,12500.0,9900.0,69,65,73,70,67,80,70,60,75,66,76,68,72,72,36,71,73,62,38,60,83,80,74,60,59,52,48,75,61,15,6,9,14,10
Luisinho,35,725000.0,825000.0,650000.0,11000.0,12500.0,9900.0,71,69,63,75,74,81,70,66,76,64,68,75,73,68,68,52,59,75,67,64,34,68,59,49,53,67,59,51,45,8,8,8,13,12
Darío Cvitanich,36,800000.0,900000.0,725000.0,11000.0,12500.0,9900.0,77,67,31,37,35,64,81,80,33,68,82,62,75,58,59,55,73,76,57,69,74,72,70,71,66,56,54,63,65,12,15,12,15,11
Fernando Forestieri,31,2300000.0,2600000.0,2100000.0,12500.0,14000.0,11000.0,74,73,50,36,49,73,66,71,42,73,73,67,73,60,79,59,62,85,71,86,84,59,74,71,72,70,65,67,71,12,6,6,7,8
Markus Suttner,34,1200000.0,1400000.0,1100000.0,13500.0,15000.0,12000.0,71,68,71,72,70,70,72,51,70,65,72,79,72,68,65,68,66,72,62,70,67,61,75,48,68,75,77,38,63,7,10,13,15,15
Glenn Murray,37,800000.0,900000.0,725000.0,27500.0,31000.0,24500.0,70,61,44,23,29,79,78,83,45,67,80,48,64,55,29,33,74,65,30,52,81,84,75,80,56,57,33,80,76,7,15,16,14,10
Bebé,30,2300000.0,2600000.0,2100000.0,6700.0,7500.0,6000.0,69,74,62,20,28,75,65,67,33,65,66,69,69,63,74,77,90,60,87,69,72,57,89,70,72,67,75,65,69,7,15,7,8,11
Oscar Ustari,34,750000.0,850000.0,675000.0,9600.0,11000.0,8600.0,26,13,29,13,12,38,62,15,28,59,51,15,23,22,36,27,66,44,35,40,55,14,53,14,14,14,15,18,13,73,68,74,70,72
Jakub Błaszczykowski,35,1100000.0,1300000.0,1000000.0,4700.0,5300.0,4200.0,74,74,61,59,56,62,75,68,59,73,84,73,74,67,68,54,64,73,68,70,67,48,75,67,68,77,69,73,73,13,14,8,9,15
Billy Sharp,35,1100000.0,1300000.0,1000000.0,26000.0,29500.0,23500.0,71,58,49,28,34,76,78,81,33,65,82,61,66,53,60,53,74,72,53,64,55,76,72,79,64,65,55,75,74,11,7,8,11,8
Faris Haroun,35,800000.0,900000.0,725000.0,14000.0,15500.0,12500.0,61,56,80,65,68,84,70,68,78,68,81,58,63,60,41,86,77,59,50,49,53,64,70,39,62,59,59,66,58,7,9,16,6,15
Coke,33,1200000.0,1400000.0,1100000.0,15000.0,17000.0,13500.0,73,66,74,70,70,75,67,69,73,60,66,74,71,63,65,61,62,65,63,64,80,83,72,66,60,70,46,71,56,6,10,9,13,16
Luca Cigarini,34,1100000.0,1300000.0,1000000.0,9800.0,11000.0,8800.0,77,71,75,60,68,62,63,59,69,79,77,76,80,79,54,52,56,74,49,65,47,48,74,58,71,76,78,72,70,12,11,9,7,11
Brad Jones,39,60000.0,60000.0,50000.0,12500.0,14000.0,11000.0,22,18,17,13,13,32,73,17,23,30,56,19,28,18,52,40,72,30,55,25,70,11,51,17,11,13,12,35,11,74,71,69,68,72
Óscar Trejo,32,1800000.0,2000000.0,1600000.0,6400.0,7300.0,5800.0,71,74,66,55,62,70,75,70,68,73,71,73,71,67,68,90,73,73,72,90,64,64,75,68,69,74,70,73,72,16,14,14,7,11
Alex Cordaz,38,60000.0,60000.0,50000.0,4700.0,5300.0,4200.0,20,18,12,10,10,22,72,8,7,34,69,12,12,17,25,16,54,29,27,28,32,16,47,10,15,10,15,16,10,72,67,71,62,74
Niklas Moisander,35,750000.0,850000.0,675000.0,17500.0,19500.0,15500.0,69,68,77,67,72,70,72,60,76,70,77,54,77,76,40,52,73,64,51,64,77,71,67,39,56,56,44,41,40,15,11,9,14,7
Ki Sung Yueng,32,1900000.0,2100000.0,1700000.0,8800.0,9900.0,7900.0,76,68,60,64,65,68,65,66,56,77,74,72,77,82,51,62,70,61,53,66,70,69,81,61,68,75,76,75,55,9,14,9,7,10
Kamil Grosicki,32,1900000.0,2100000.0,1700000.0,50000.0,55000.0,45000.0,73,72,36,20,28,43,69,72,48,73,68,71,68,70,79,59,66,74,78,79,52,69,74,70,75,73,78,65,72,14,16,10,15,11
Vieirinha,35,850000.0,975000.0,775000.0,11500.0,13000.0,10500.0,75,72,71,69,69,72,69,73,71,74,72,75,73,70,67,58,54,77,66,75,69,55,77,71,83,76,73,72,75,11,15,10,12,13
Reinier,19,4400000.0,5000000.0,4000000.0,30000.0,34000.0,27000.0,74,77,42,40,47,60,68,68,31,70,74,58,67,57,84,69,67,69,79,78,54,59,72,68,64,72,55,67,70,5,13,8,13,11
Scott Brown,35,650000.0,725000.0,575000.0,22500.0,25000.0,20000.0,71,65,74,71,73,86,65,47,72,51,73,53,71,67,51,72,73,68,53,68,75,50,70,56,59,55,44,68,49,15,7,7,14,14
David Marshall,36,250000.0,275000.0,220000.0,9800.0,11000.0,8800.0,21,14,13,13,14,41,70,13,24,42,67,11,21,29,48,34,63,41,50,33,63,14,50,19,12,19,14,11,15,72,71,69,66,73
Luis Henrique,19,4000000.0,4500000.0,3600000.0,9500.0,10500.0,8500.0,74,75,40,31,34,49,60,67,24,71,67,70,66,58,85,72,75,62,83,69,54,67,76,68,64,59,41,63,59,10,9,5,7,15
Osman Bukari,22,3800000.0,4300000.0,3400000.0,10500.0,12000.0,9400.0,70,76,21,19,21,26,63,64,23,67,63,66,63,62,90,68,58,84,83,86,83,51,60,66,60,61,48,61,58,7,13,6,14,7
Gonçalo Inácio,19,4100000.0,4600000.0,3700000.0,2200.0,2500.0,2000.0,67,32,68,73,75,68,73,24,72,50,64,30,69,66,65,68,73,54,64,59,66,67,44,23,28,29,27,45,34,10,6,6,7,7
Goran Pandev,37,800000.0,900000.0,725000.0,10500.0,12000.0,9400.0,82,82,23,35,40,52,73,78,39,71,70,69,75,65,54,32,56,72,36,61,70,68,74,73,74,80,69,68,78,6,10,14,10,15
Vladimir Szilágyi,27,2200000.0,2500000.0,2000000.0,6400.0,7300.0,5800.0,71,67,23,14,12,65,62,75,16,43,80,48,52,46,78,82,64,68,75,77,81,68,88,73,75,67,72,70,65,12,11,14,14,9
Marko Tolić,24,2800000.0,3100000.0,2500000.0,9500.0,10500.0,8500.0,80,80,37,37,42,47,60,60,34,70,81,74,73,72,67,65,78,69,61,70,53,61,78,68,75,67,73,83,71,13,8,10,6,14
Enrique Bologna,39,60000.0,60000.0,50000.0,5900.0,6700.0,5300.0,32,13,12,17,22,25,70,15,17,53,65,21,34,21,44,33,73,47,40,41,67,10,53,13,15,16,18,25,10,71,73,67,71,73
Pedro Perlaza,30,1600000.0,1800000.0,1400000.0,10500.0,12000.0,9400.0,66,69,65,64,70,70,68,68,65,70,59,68,70,66,83,74,70,66,82,70,58,54,66,35,40,59,27,37,25,7,7,10,9,9
Bruno Alves,39,425000.0,475000.0,375000.0,14000.0,15500.0,12500.0,63,64,72,70,74,88,63,50,63,56,80,65,62,71,39,55,87,61,32,61,88,74,81,60,76,75,78,73,58,9,15,13,16,15
Arda Turan,34,1500000.0,1600000.0,1300000.0,40000.0,45000.0,36000.0,76,77,69,55,63,88,68,70,61,75,79,72,78,77,60,48,57,72,52,71,70,65,75,68,74,79,64,73,75,12,11,7,11,11
Júnior Santos,26,2400000.0,2800000.0,2200000.0,8000.0,9000.0,7200.0,73,73,21,21,23,56,64,67,22,54,74,53,60,38,58,58,91,34,78,63,61,66,76,75,63,43,42,61,59,11,7,10,11,5
Robson Bambu,23,3500000.0,3900000.0,3100000.0,16000.0,18000.0,14500.0,62,60,73,71,73,70,71,53,73,56,63,59,68,67,72,65,68,65,75,69,77,73,57,44,47,58,43,49,46,9,10,12,10,14
Loïc Badé,21,3800000.0,4300000.0,3400000.0,15500.0,17500.0,14000.0,64,58,72,68,74,68,65,33,73,54,72,31,66,58,59,67,80,45,63,52,74,69,42,25,25,35,23,33,24,7,7,6,14,7
Nicolas Penneteau,40,60000.0,60000.0,50000.0,4900.0,5500.0,4400.0,29,14,21,11,11,36,61,11,26,53,56,11,33,23,26,26,63,41,27,38,56,19,50,9,11,6,9,15,15,81,68,76,66,64
Ivan Ilić,20,4000000.0,4500000.0,3600000.0,33000.0,37000.0,29500.0,75,74,60,63,67,65,62,61,61,73,67,64,76,74,71,68,71,66,68,69,61,43,74,55,71,66,52,51,50,11,10,10,8,14
Ivo Grbić,25,2400000.0,2800000.0,2200000.0,17000.0,19500.0,15500.0,17,11,6,12,11,26,69,6,10,27,24,14,25,21,31,20,59,24,22,22,35,11,51,8,5,12,12,19,8,70,68,71,68,73
Ismaila Soro,22,2800000.0,3100000.0,2500000.0,24000.0,27000.0,21500.0,68,66,68,69,70,76,65,45,72,64,60,48,70,68,73,72,72,76,69,75,66,51,63,48,55,46,49,50,50,9,10,5,6,8
Serkan Kırıntılı,36,250000.0,275000.0,220000.0,5300.0,6000.0,4800.0,13,13,14,15,15,32,67,16,24,36,65,12,24,23,41,25,59,51,56,57,71,16,51,13,12,11,14,10,12,73,72,71,68,73
Afsha,25,,,,,,,74,73,44,42,56,55,65,71,54,70,70,70,71,70,73,69,54,80,66,75,65,60,69,67,72,72,70,67,67,7,12,11,8,14
Viktor Korniienko,22,4000000.0,4500000.0,3600000.0,7200.0,8200.0,6500.0,63,73,62,71,66,68,52,55,61,63,72,78,73,71,76,82,76,84,75,77,78,73,68,36,35,68,60,34,35,12,8,13,8,14
Ragnar Klavan,35,750000.0,850000.0,675000.0,20000.0,22500.0,18000.0,68,56,72,73,76,75,71,38,72,60,67,52,72,73,42,36,70,54,35,55,70,77,67,38,56,48,34,44,34,10,11,15,11,12
Muhammet Demir,29,2400000.0,2800000.0,2200000.0,28000.0,31000.0,25000.0,72,72,39,17,35,65,71,76,32,69,65,65,70,66,74,66,64,78,71,76,74,64,77,71,72,78,72,71,74,16,14,10,12,6
Kristijan Jakić,23,2700000.0,3000000.0,2400000.0,8600.0,9700.0,7700.0,71,62,68,69,70,78,64,53,67,63,63,51,70,71,76,84,80,72,74,62,64,66,78,44,66,41,39,49,56,9,10,10,5,10
Leonardo Ponzio,39,450000.0,500000.0,400000.0,8100.0,9200.0,7300.0,67,63,71,73,73,87,71,61,72,67,76,66,72,73,53,52,71,74,43,67,69,66,73,47,65,63,69,69,61,14,16,9,10,12
Tiago Tomás,18,4400000.0,5000000.0,4000000.0,3700.0,4100.0,3300.0,74,72,35,17,33,61,73,75,40,54,66,42,65,49,78,73,70,64,75,73,63,64,73,70,55,65,33,70,63,13,8,14,9,7
Franklin Guerra,29,1800000.0,2000000.0,1600000.0,10500.0,12000.0,9400.0,65,56,71,67,73,66,67,28,72,53,65,32,69,63,56,72,74,68,62,56,71,74,64,37,40,34,23,45,34,7,7,10,16,10
Taras Kacharaba,26,2500000.0,2800000.0,2200000.0,9500.0,10500.0,8500.0,62,51,65,70,72,73,68,31,72,41,65,27,62,58,69,66,80,55,71,51,71,73,35,39,22,41,20,31,31,14,7,11,9,5
Iván Franco,21,4100000.0,4600000.0,3700000.0,9100.0,10500.0,8200.0,75,70,40,25,22,79,68,69,45,69,51,36,68,36,81,52,57,77,79,78,62,64,71,69,66,62,59,42,54,15,11,7,13,11
Andrei Burcă,28,1900000.0,2100000.0,1700000.0,6000.0,6800.0,5400.0,59,43,69,71,73,72,67,32,71,33,62,26,66,50,63,73,80,56,68,54,73,68,31,17,22,20,20,37,29,7,7,10,14,7
Mike Trésor,21,4200000.0,4800000.0,3800000.0,5500.0,6200.0,4900.0,75,74,31,27,25,42,72,64,35,74,72,71,69,57,84,65,46,75,78,88,45,29,65,62,63,68,58,71,61,11,14,9,12,12
Florian Kastenmeier,23,2300000.0,2600000.0,2100000.0,10500.0,12000.0,9400.0,18,12,12,13,10,16,69,8,20,42,32,10,15,19,26,25,68,28,25,21,57,14,53,6,9,14,14,12,5,67,73,66,70,73
Efrén Mera,35,775000.0,875000.0,700000.0,8100.0,9200.0,7300.0,74,72,56,42,49,71,72,69,51,67,66,59,70,65,71,78,56,88,68,75,55,43,74,69,73,74,58,57,59,9,11,12,15,8
Eduardo Quaresma,19,4100000.0,4600000.0,3700000.0,2200.0,2500.0,2000.0,65,51,72,70,73,75,71,28,71,35,76,32,66,50,55,41,75,56,65,40,80,68,44,28,23,30,35,43,30,8,9,13,8,8
Risto Radunović,28,1700000.0,1900000.0,1500000.0,6300.0,7200.0,5700.0,60,57,67,65,68,71,66,60,68,59,65,68,67,65,76,80,84,67,79,63,64,66,54,52,48,43,51,54,46,6,6,5,11,6
Khalid Eissa,31,1200000.0,1400000.0,1100000.0,8100.0,9200.0,7300.0,20,12,12,11,11,18,71,8,13,50,49,14,22,21,51,27,46,53,46,56,73,13,44,9,8,10,11,19,9,72,70,65,59,77
